TBhypo3463.genome.CDS.2345,group00488
TBhypo3463.genome.CDS.1565,group00634
TBhypo3463.genome.CDS.2221,group02607
TBhypo3463.genome.CDS.1567,group00004
TBhypo3463.genome.CDS.1409,group00002
TBhypo3463.genome.CDS.2089,group00814
TBhypo3463.genome.CDS.2088,group00232
TBhypo3463.genome.CDS.1270,group01412
TBhypo3463.genome.CDS.1436,group02585
TBhypo3463.genome.CDS.2083,group00625
TBhypo3463.genome.CDS.2227,group00842
TBhypo3463.genome.CDS.2081,group00231
TBhypo3463.genome.CDS.2080,group04821
TBhypo3463.genome.CDS.2087,group00562
TBhypo3463.genome.CDS.2086,group00161
TBhypo3463.genome.CDS.1550,group00431
TBhypo3463.genome.CDS.2084,group00341
TBhypo3463.genome.CDS.1432,group00778
TBhypo3463.genome.CDS.1741,group00714
TBhypo3463.genome.CDS.1376,group01211
TBhypo3463.genome.CDS.1506,group04793
TBhypo3463.genome.CDS.1830,group00559
TBhypo3463.genome.CDS.1448,group00961
TBhypo3463.genome.CDS.2343,group00080
TBhypo3463.genome.CDS.1989,group00300
TBhypo3463.genome.CDS.1928,group00987
TBhypo3463.genome.CDS.1885,group00540
TBhypo3463.genome.CDS.1318,group00594
TBhypo3463.genome.CDS.1319,group00595
TBhypo3463.genome.CDS.1242,group01000
TBhypo3463.genome.CDS.1312,group01318
TBhypo3463.genome.CDS.1313,group01872
TBhypo3463.genome.CDS.1310,group01715
TBhypo3463.genome.CDS.1311,group00036
TBhypo3463.genome.CDS.1316,group04820
TBhypo3463.genome.CDS.1317,group04775
TBhypo3463.genome.CDS.1315,group01940
